,original_title,runtime,genres,production_companies,release_date,release_year,budget_adj,revenue_adj,number_of_companies,budget_per_company,Company,revenue_per_company,Profit
123,Magic Mike XXL,115.0,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),7/1/15,2015,13615994,112619962,2,6807997,"['Warner Bros.', 'Iron Horse Entertainment (II)']",56309981,99003968
124,Paranormal Activity: The Ghost Dimension,88.0,Horror|Thriller,Paramount Pictures|Blumhouse Productions,10/21/15,2015,9199995,71851557,2,4599997,"['Paramount Pictures', 'Blumhouse Productions']",35925778,62651562
126,Trumbo,124.0,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,10/27/15,2015,13799993,7576804,3,4599997,"['Groundswell Productions', 'Inimitable Pictures', 'ShivHans Pictures']",2525601,-6223189
127,Secret in Their Eyes,111.0,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,10/14/15,2015,17939992,29614535,4,4484998,"['Ingenious Media', 'Gran Via Productions', 'IM Global', 'Route One Films']",7403633,11674543
129,The SpongeBob Movie: Sponge Out of Water,93.0,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,2/5/15,2015,68079970,286666383,5,13615994,"['Paramount Pictures', 'Nickelodeon Movies', 'Nickelodeon Animation Studios', 'United Plankton Pictures', 'Disruption Entertainment']",57333276,218586413
131,Max,111.0,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),6/26/15,2015,18399991,40449856,3,6133330,"['Sunswept Entertainment', 'Warner Bros.', 'Metro-Goldwyn-Mayer (MGM)']",13483285,22049865
135,The Gunman,115.0,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),2/16/15,2015,36799983,9811564,5,7359996,"['StudioCanal', 'Silver Pictures', 'TF1 Films Production', 'Canal+', 'Instituto de la CinematografÃ\xada y de las Artes Audiovisuales (ICAA)']",1962312,-26988419
136,Unfriended,82.0,Horror|Thriller,Bazelevs Production|Blumhouse Productions,4/17/15,2015,919999,57851497,2,459999,"['Bazelevs Production', 'Blumhouse Productions']",28925748,56931498
137,Hot Pursuit,87.0,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,5/8/15,2015,32199985,47545763,4,8049996,"['New Line Cinema', 'Warner Bros.', 'Metro-Goldwyn-Mayer (MGM)', 'Pacific Standard']",11886440,15345778
138,Insidious: Chapter 3,97.0,Drama|Horror|Thriller,Sony Pictures,6/4/15,2015,9199995,95959500,1,9199995,['Sony Pictures'],95959500,86759505
141,The Lady in the Van,104.0,Comedy|Drama,BBC Films|TriStar Productions,11/13/15,2015,5519997,38076655,2,2759998,"['BBC Films', 'TriStar Productions']",19038327,32556658
142,Victor Frankenstein,109.0,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,11/10/15,2015,36799983,31489100,4,9199995,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Moving Picture Company (MPC)', 'TSG Entertainment']",7872275,-5310883
144,Anomalisa,90.0,Animation|Comedy|Drama|Romance,Starburns Industries,12/30/15,2015,7359996,3458541,1,7359996,['Starburns Industries'],3458541,-3901455
150,The Diary of a Teenage Girl,102.0,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,8/7/15,2015,1839999,1358841,3,613333,"['Caviar Films', 'Cold Iron Pictures', 'Archer Gray']",452947,-481158
155,Irrational Man,95.0,Mystery|Drama,Sony Pictures|Gravier Productions,7/17/15,2015,10119995,25199786,2,5059997,"['Sony Pictures', 'Gravier Productions']",12599893,15079791
157,Ricki and the Flash,100.0,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,7/10/15,2015,16559992,38019285,3,5519997,"['Columbia TriStar', 'Clinica Estetico', 'LStar Capital']",12673095,21459293
160,The Perfect Guy,100.0,Drama|Thriller,Screen Gems,9/11/15,2015,11039995,55451294,1,11039995,['Screen Gems'],55451294,44411299
162,While We're Young,97.0,Drama|Comedy,Scott Rudin Productions|A24,3/27/15,2015,9199995,6980483,2,4599997,"['Scott Rudin Productions', 'A24']",3490241,-2219512
163,Get Hard,100.0,Comedy,Gary Sanchez Productions|Warner Bros.,3/26/15,2015,36799983,97990493,2,18399991,"['Gary Sanchez Productions', 'Warner Bros.']",48995246,61190510
167,The 33,120.0,History|Drama,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,8/6/15,2015,22999989,22910495,4,5749997,"['Alcon Entertainment', 'Phoenix Pictures', 'Fabula', 'Half Circle']",5727623,-89494
168,Suffragette,106.0,Drama|History,Ruby Films|PathÃ©|Film4,10/16/15,2015,12879994,14722219,3,4293331,"['Ruby Films', 'PathÃ©', 'Film4']",4907406,1842225
170,We Are Your Friends,96.0,Drama|Music|Romance,Working Title Films,8/26/15,2015,5519997,10232318,1,5519997,['Working Title Films'],10232318,4712321
179,The Second Best Exotic Marigold Hotel,122.0,Drama|Comedy,Participant Media|Fox Searchlight|Blueprint Pictures,2/26/15,2015,9199995,79099969,3,3066665,"['Participant Media', 'Fox Searchlight', 'Blueprint Pictures']",26366656,69899974
180,Little Boy,106.0,Comedy|Drama|War,Metanoia Films,4/23/15,2015,18399991,5906690,1,18399991,['Metanoia Films'],5906690,-12493301
183,Aloha,105.0,Adventure|Comedy|Romance,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,5/27/15,2015,34039985,24150007,5,6807997,"['Columbia Pictures', 'Vinyl Films', 'Regency Enterprises', 'Sony Pictures Entertainment (SPE)', 'RatPac Entertainment']",4830001,-9889978
186,Our Brand Is Crisis,108.0,Drama|Comedy,Participant Media|Smokehouse Pictures,9/11/15,2015,25759988,6442077,2,12879994,"['Participant Media', 'Smokehouse Pictures']",3221038,-19317911
200,Freeheld,103.0,Romance|Drama,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,10/2/15,2015,6439997,527467,3,2146665,"['Double Feature Films', 'Endgame Entertainment', 'High Frequency Entertainment']",175822,-5912530
202,Love,134.0,Drama|Romance,Wild Bunch|Les CinÃ©mas de la Zone|Rectangle Productions|Scope Pictures|RT Features,7/6/15,2015,2759998,639647,5,551999,"['Wild Bunch', 'Les CinÃ©mas de la Zone', 'Rectangle Productions', 'Scope Pictures', 'RT Features']",127929,-2120351
203,Truth,121.0,Drama,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),9/12/15,2015,8831996,2338228,3,2943998,"['Echo Lake Entertainment', 'RatPac Entertainment', 'Mythology Entertainment (II)']",779409,-6493768
205,Danny Collins,107.0,Comedy|Drama|Music,Big Indie Pictures|ShivHans Pictures,3/20/15,2015,9199995,9968887,2,4599997,"['Big Indie Pictures', 'ShivHans Pictures']",4984443,768892
206,Rock the Kasbah,100.0,Comedy|Music|War,Shangri-La Entertainment|QED International|Dune Films|Venture Forth,10/22/15,2015,13799993,2779009,4,3449998,"['Shangri-La Entertainment', 'QED International', 'Dune Films', 'Venture Forth']",694752,-11020984
208,"Hello, My Name Is Doris",95.0,Comedy|Drama|Romance,Red Crown Productions|Haven Entertainment,11/27/15,2015,919999,13289393,2,459999,"['Red Crown Productions', 'Haven Entertainment']",6644696,12369394
209,The Vatican Tapes,91.0,Thriller|Horror,Lakeshore Entertainment|Lionsgate|H2F Entertainment|Pantelion Films,7/24/15,2015,11959994,1641981,4,2989998,"['Lakeshore Entertainment', 'Lionsgate', 'H2F Entertainment', 'Pantelion Films']",410495,-10318013
210,99 Homes,112.0,Drama,Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Broad Green Pictures|Noruz Films,9/25/15,2015,7359996,1298972,4,1839999,"['Imagenation Abu Dhabi FZ', 'Hyde Park Entertainment', 'Broad Green Pictures', 'Noruz Films']",324743,-6061024
211,Hot Tub Time Machine 2,93.0,Comedy,Paramount Pictures|Metro-Goldwyn-Mayer (MGM),2/20/15,2015,12879994,11329473,2,6439997,"['Paramount Pictures', 'Metro-Goldwyn-Mayer (MGM)']",5664736,-1550521
213,Manglehorn,97.0,Drama,Worldview Entertainment,6/3/15,2015,3679998,131652,1,3679998,['Worldview Entertainment'],131652,-3548346
223,A Walk in the Woods,104.0,Drama|Adventure|Comedy,Wildwood Enterprises|Route One Films,9/2/15,2015,7359996,33111785,2,3679998,"['Wildwood Enterprises', 'Route One Films']",16555892,25751789
225,The Lazarus Effect,83.0,Thriller|Horror,Lionsgate|Blumhouse Productions|Chapter One Films,1/29/15,2015,3035998,58981843,3,1011999,"['Lionsgate', 'Blumhouse Productions', 'Chapter One Films']",19660614,55945845
229,Unfinished Business,90.0,Comedy,Studio Babelsberg|Regency Enterprises|Escape Artists|New Regency Pictures,3/5/15,2015,32199985,13276746,4,8049996,"['Studio Babelsberg', 'Regency Enterprises', 'Escape Artists', 'New Regency Pictures']",3319186,-18923239
230,Lost River,95.0,Fantasy|Thriller,Bold Films|Marc Platt Productions|Phantasma,4/8/15,2015,1839999,41796,3,613333,"['Bold Films', 'Marc Platt Productions', 'Phantasma']",13932,-1798203
242,The Gallows,87.0,Horror|Thriller,New Line Cinema|Blumhouse Productions|Management 360|Tremendum Pictures,7/10/15,2015,91999,39251239,4,22999,"['New Line Cinema', 'Blumhouse Productions', 'Management 360', 'Tremendum Pictures']",9812809,39159240
246,By the Sea,122.0,Drama|Romance,Plan B Entertainment|Jolie Pas|Pellikola,11/12/15,2015,9199995,3068131,3,3066665,"['Plan B Entertainment', 'Jolie Pas', 'Pellikola']",1022710,-6131864
270,Black or White,121.0,Drama,Treehouse Pictures,1/30/15,2015,8279996,19845485,1,8279996,['Treehouse Pictures'],19845485,11565489
274,I Saw the Light,123.0,Drama|Music,Bron Studios|RatPac Entertainment,9/11/15,2015,11959994,1515044,2,5979997,"['Bron Studios', 'RatPac Entertainment']",757522,-10444950
287,Jem and the Holograms,119.0,Drama|Music|Adventure|Fantasy,Universal Pictures|Blumhouse Productions|Hasbro Studios|Allspark Pictures,10/22/15,2015,4599997,2146988,4,1149999,"['Universal Pictures', 'Blumhouse Productions', 'Hasbro Studios', 'Allspark Pictures']",536747,-2453009
291,Beasts of No Nation,137.0,Drama|War,Participant Media|Focus Features|Red Crown Productions,9/11/15,2015,5519997,83514,3,1839999,"['Participant Media', 'Focus Features', 'Red Crown Productions']",27838,-5436483
297,Demonic,83.0,Thriller|Horror,Icon Entertainment International|Dimension Films|First Point Entertainment|IM Global,2/12/15,2015,2759998,3116038,4,689999,"['Icon Entertainment International', 'Dimension Films', 'First Point Entertainment', 'IM Global']",779009,356040
304,The D Train,101.0,Drama|Comedy,Ealing Studios|Electric Dynamite|Rip Cord Productions|Londinium Films,5/8/15,2015,411721,709611,4,102930,"['Ealing Studios', 'Electric Dynamite', 'Rip Cord Productions', 'Londinium Films']",177402,297890
331,Strangerland,111.0,Drama|Thriller,Worldview Entertainment,7/1/15,2015,9199995,16074,1,9199995,['Worldview Entertainment'],16074,-9183921
350,Captive,97.0,Crime|Drama|Thriller,Itaca Films|BN Films|Brightside Entertainment|1019 Entertainment|Yoruba Saxon Productions,9/17/15,2015,1839999,2577386,5,367999,"['Itaca Films', 'BN Films', 'Brightside Entertainment', '1019 Entertainment', 'Yoruba Saxon Productions']",515477,737387
380,90 Minutes in Heaven,121.0,Drama,Emmett/Furla Films|Giving Films,9/11/15,2015,4599997,4455281,2,2299998,"['Emmett/Furla Films', 'Giving Films']",2227640,-144716
409,Grandma,78.0,Drama|Comedy,Depth of Field|1821 Pictures,6/4/15,2015,551999,6520452,2,275999,"['Depth of Field', '1821 Pictures']",3260226,5968453
492,War Room,120.0,Drama,Provident Films|Affirm Films|Kendrick Brothers Productions,8/28/15,2015,2759998,62366880,3,919999,"['Provident Films', 'Affirm Films', 'Kendrick Brothers Productions']",20788960,59606882
583,Stonewall,129.0,Drama,Centropolis Entertainment|Mel's Cite du Cinema,9/18/15,2015,12419994,172660,2,6209997,"['Centropolis Entertainment', ""Mel's Cite du Cinema""]",86330,-12247334
629,Interstellar,169.0,Adventure|Drama|Science Fiction,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,11/5/14,2014,151980023,572690645,5,30396004,"['Paramount Pictures', 'Legendary Pictures', 'Warner Bros.', 'Syncopy', 'Lynda Obst Productions']",114538129,420710622
630,Guardians of the Galaxy,121.0,Action|Science Fiction|Adventure,Marvel Studios|Moving Picture Company (MPC)|Bulletproof Cupid|Revolution Sun Studios,7/30/14,2014,156585478,712291130,4,39146369,"['Marvel Studios', 'Moving Picture Company (MPC)', 'Bulletproof Cupid', 'Revolution Sun Studios']",178072782,555705652
631,Captain America: The Winter Soldier,136.0,Action|Adventure|Science Fiction,Marvel Studios,3/20/14,2014,156585478,658365092,1,156585478,['Marvel Studios'],658365092,501779614
632,John Wick,101.0,Action|Thriller,Thunder Road Pictures|Warner Bros.|87Eleven|DefyNite Films|MJW Films,10/22/14,2014,18421821,72526614,5,3684364,"['Thunder Road Pictures', 'Warner Bros.', '87Eleven', 'DefyNite Films', 'MJW Films']",14505322,54104793
633,The Hunger Games: Mockingjay - Part 1,123.0,Science Fiction|Adventure|Thriller,Lionsgate|Color Force,11/18/14,2014,115136381,692752790,2,57568190,"['Lionsgate', 'Color Force']",346376395,577616409
634,The Hobbit: The Battle of the Five Armies,144.0,Adventure|Fantasy,WingNut Films|New Line Cinema|3Foot7|Metro-Goldwyn-Mayer (MGM),12/10/14,2014,230272762,879752289,4,57568190,"['WingNut Films', 'New Line Cinema', '3Foot7', 'Metro-Goldwyn-Mayer (MGM)']",219938072,649479527
635,Big Hero 6,102.0,Adventure|Family|Animation|Action|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,10/24/14,2014,151980023,600648487,2,75990011,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",300324243,448668464
636,The Imitation Game,113.0,History|Drama|Thriller|War,Black Bear Pictures|Bristol Automotive,11/14/14,2014,12895274,215126072,2,6447637,"['Black Bear Pictures', 'Bristol Automotive']",107563036,202230798
637,The Maze Runner,113.0,Action|Mystery|Science Fiction|Thriller,Ingenious Media|Twentieth Century Fox Film Corporation|Gotham Group|Dayday Films|Temple Hill Entertainment,9/10/14,2014,31317095,320834306,5,6263419,"['Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Gotham Group', 'Dayday Films', 'Temple Hill Entertainment']",64166861,289517211
638,Birdman,119.0,Drama|Comedy,Worldview Entertainment|New Regency Pictures|TSG Entertainment|Le Grisbi Productions|M Productions,10/17/14,2014,16579638,95070499,5,3315927,"['Worldview Entertainment', 'New Regency Pictures', 'TSG Entertainment', 'Le Grisbi Productions', 'M Productions']",19014099,78490861
639,Gone Girl,145.0,Mystery|Thriller|Drama,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|Pacific Standard|TSG Entertainment,10/1/14,2014,56186554,340186892,5,11237310,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'New Regency Pictures', 'Pacific Standard', 'TSG Entertainment']",68037378,284000338
640,Fury,135.0,War|Drama|Action,Columbia Pictures|QED International|Crave Films|LStar Capital|Huayi Brothers Media,10/15/14,2014,62634191,195103577,5,12526838,"['Columbia Pictures', 'QED International', 'Crave Films', 'LStar Capital', 'Huayi Brothers Media']",39020715,132469386
641,Night at the Museum: Secret of the Tomb,97.0,Adventure|Comedy|Fantasy|Family,Twentieth Century Fox Film Corporation|1492 Pictures|21 Laps Entertainment|Moving Picture Company (MPC)|TSG Entertainment,12/17/14,2014,116978563,321851579,5,23395712,"['Twentieth Century Fox Film Corporation', '1492 Pictures', '21 Laps Entertainment', 'Moving Picture Company (MPC)', 'TSG Entertainment']",64370315,204873016
642,Divergent,139.0,Action|Science Fiction|Thriller,Summit Entertainment|Red Wagon Entertainment,3/14/14,2014,78292739,265963102,2,39146369,"['Summit Entertainment', 'Red Wagon Entertainment']",132981551,187670363
643,X-Men: Days of Future Past,131.0,Action|Adventure|Fantasy|Science Fiction,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment,5/15/14,2014,230272762,687133923,5,46054552,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment']",137426784,456861161
644,Lucy,89.0,Action|Science Fiction,Universal Pictures|TF1 Films Production|Canal+|EuropaCorp|CinÃ©+,7/14/14,2014,36843642,426796807,5,7368728,"['Universal Pictures', 'TF1 Films Production', 'Canal+', 'EuropaCorp', 'CinÃ©+']",85359361,389953165
645,Teenage Mutant Ninja Turtles,101.0,Science Fiction|Action|Adventure|Fantasy|Comedy,Paramount Pictures|Nickelodeon Movies|Platinum Dunes,8/7/14,2014,115136381,439544649,3,38378793,"['Paramount Pictures', 'Nickelodeon Movies', 'Platinum Dunes']",146514883,324408268
646,Sex Tape,97.0,Comedy,Escape Artists|Media Rights Capital|Sony Pictures Entertainment (SPE)|LStar Capital,7/17/14,2014,36843642,116121496,4,9210910,"['Escape Artists', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)', 'LStar Capital']",29030374,79277854
647,Nightcrawler,117.0,Crime|Drama|Thriller,Bold Films|Sierra / Affinity,10/23/14,2014,7829273,35643660,2,3914636,"['Bold Films', 'Sierra / Affinity']",17821830,27814387
648,Transformers: Age of Extinction,165.0,Science Fiction|Action|Adventure,Paramount Pictures|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes|Hasbro,6/25/14,2014,193429120,226127852,5,38685824,"['Paramount Pictures', 'Amblin Entertainment', 'Di Bonaventura Pictures', 'Platinum Dunes', 'Hasbro']",45225570,32698732
649,The Grand Budapest Hotel,99.0,Comedy|Drama,Fox Searchlight Pictures|Scott Rudin Productions|Studio Babelsberg|Indian Paintbrush|TSG Entertainment,2/26/14,2014,27632731,160822790,5,5526546,"['Fox Searchlight Pictures', 'Scott Rudin Productions', 'Studio Babelsberg', 'Indian Paintbrush', 'TSG Entertainment']",32164558,133190059
650,Whiplash,105.0,Drama|Music,Bold Films|Blumhouse Productions|Right of Way Films,10/10/14,2014,3039600,12888912,3,1013200,"['Bold Films', 'Blumhouse Productions', 'Right of Way Films']",4296304,9849312
651,Dawn of the Planet of the Apes,130.0,Science Fiction|Action|Drama|Thriller,Ingenious Media|Chernin Entertainment|TSG Entertainment,6/26/14,2014,156585478,652316682,3,52195159,"['Ingenious Media', 'Chernin Entertainment', 'TSG Entertainment']",217438894,495731204
652,The Equalizer,132.0,Thriller|Action|Crime,Columbia Pictures|Village Roadshow Pictures|Escape Artists|Mace Neufeld Productions|LStar Capital,9/24/14,2014,50660007,177154121,5,10132001,"['Columbia Pictures', 'Village Roadshow Pictures', 'Escape Artists', 'Mace Neufeld Productions', 'LStar Capital']",35430824,126494114
